HourEnding,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
01/01/2020 01:00,"9,890.09","1,364.28","3,721.97",773.88,"11,719.86","2,707.84","5,473.25","1,172.94","36,824.12"
01/01/2020 02:00,"9,751.59","1,369.57","3,735.51",775.06,"11,639.46","2,706.84","5,387.38","1,165.95","36,531.37"
01/01/2020 03:00,"9,603.42","1,373.53","3,735.85",774.15,"11,515.42","2,650.38","5,270.33","1,149.08","36,072.17"
01/01/2020 04:00,"9,501.59","1,365.63","3,743.52",778.10,"11,518.36","2,586.71","5,200.96","1,141.30","35,836.16"
01/01/2020 05:00,"9,499.43","1,385.60","3,753.90",784.08,"11,649.29","2,548.85","5,230.30","1,147.09","35,998.54"
01/01/2020 06:00,"9,589.74","1,404.98","3,766.92",806.03,"11,872.95","2,556.81","5,338.59","1,151.01","36,487.04"
01/01/2020 07:00,"9,695.40","1,425.24","3,762.86",820.87,"12,140.11","2,568.12","5,503.71","1,182.73","37,099.05"
01/01/2020 08:00,"9,734.79","1,449.62","3,771.62",834.97,"12,293.36","2,556.82","5,588.63","1,218.64","37,448.44"
01/01/2020 09:00,"9,849.18","1,460.07","3,776.81",846.29,"12,496.01","2,600.88","5,709.27","1,249.68","37,988.18"
01/01/2020 10:00,"10,142.60","1,436.91","3,822.10",851.50,"12,831.48","2,737.43","5,917.16","1,266.35","39,005.53"
01/01/2020 11:00,"10,434.94","1,467.95","3,832.30",850.97,"13,199.83","2,851.13","6,103.93","1,270.16","40,011.21"
01/01/2020 12:00,"10,646.12","1,481.55","3,830.76",845.02,"13,249.60","2,941.06","6,153.40","1,257.54","40,405.06"
01/01/2020 13:00,"10,693.77","1,430.43","3,812.81",823.28,"13,111.38","2,996.74","6,212.33","1,239.98","40,320.73"
01/01/2020 14:00,"10,601.97","1,416.23","3,785.00",804.71,"12,882.25","2,986.58","6,198.23","1,230.49","39,905.45"
01/01/2020 15:00,"10,518.26","1,388.95","3,766.76",791.03,"12,585.63","2,977.09","6,137.56","1,219.56","39,384.85"
01/01/2020 16:00,"10,459.09","1,392.92","3,741.52",779.60,"12,355.04","2,979.20","6,123.70","1,207.20","39,038.27"
01/01/2020 17:00,"10,489.81","1,396.66","3,757.09",787.36,"12,405.86","2,994.64","6,206.90","1,216.77","39,255.08"
01/01/2020 18:00,"10,877.52","1,434.22","3,781.10",822.60,"12,996.48","3,088.05","6,487.63","1,249.24","40,736.83"
01/01/2020 19:00,"11,021.18","1,472.41","3,826.63",837.14,"13,399.93","3,217.82","6,674.19","1,288.45","41,737.74"
01/01/2020 20:00,"10,891.34","1,471.50","3,822.09",822.96,"13,202.04","3,203.67","6,569.94","1,289.94","41,273.48"
01/01/2020 21:00,"10,720.99","1,420.16","3,796.07",809.95,"12,959.99","3,150.63","6,410.36","1,283.04","40,551.19"
01/01/2020 22:00,"10,437.42","1,374.98","3,769.21",784.11,"12,513.71","3,082.39","6,164.70","1,255.78","39,382.30"
01/01/2020 23:00,"9,978.62","1,287.65","3,729.66",747.16,"11,815.85","2,954.50","5,838.72","1,211.15","37,563.31"
01/01/2020 24:00,"9,513.42","1,161.69","3,689.45",720.40,"11,098.68","2,783.05","5,473.94","1,163.00","35,603.63"
01/02/2020 01:00,"9,138.47","1,134.01","3,690.50",692.66,"10,482.15","2,661.93","5,199.30","1,152.01","34,151.03"
01/02/2020 02:00,"8,903.16","1,103.34","3,692.68",679.62,"10,144.78","2,559.86","5,019.45","1,101.62","33,204.50"
01/02/2020 03:00,"8,753.22","1,088.48","3,687.02",670.74,"9,936.27","2,490.12","4,935.23","1,097.73","32,658.81"
01/02/2020 04:00,"8,713.96","1,077.88","3,696.11",673.75,"9,991.68","2,449.86","4,928.66","1,108.00","32,639.91"
01/02/2020 05:00,"8,874.60","1,104.40","3,706.04",687.35,"10,300.37","2,459.42","5,052.54","1,128.43","33,313.15"
01/02/2020 06:00,"9,281.93","1,161.15","3,731.95",710.66,"10,923.58","2,560.99","5,401.26","1,170.98","34,942.49"
01/02/2020 07:00,"9,809.04","1,246.20","3,758.69",757.61,"11,755.64","2,719.40","5,784.24","1,239.69","37,070.52"
01/02/2020 08:00,"10,223.47","1,309.22","3,819.73",793.46,"12,329.17","2,824.93","6,052.25","1,299.22","38,651.45"
01/02/2020 09:00,"10,439.87","1,330.21","3,800.70",805.53,"12,426.77","2,860.49","6,158.60","1,293.00","39,115.17"
01/02/2020 10:00,"10,659.76","1,379.82","3,753.95",802.74,"12,443.09","2,922.61","6,253.73","1,311.67","39,527.37"
01/02/2020 11:00,"10,927.87","1,393.85","3,731.77",789.57,"12,503.89","2,981.02","6,280.48","1,252.37","39,860.84"
01/02/2020 12:00,"11,078.05","1,395.40","3,692.90",779.11,"12,393.46","3,023.32","6,266.74","1,223.17","39,852.14"
01/02/2020 13:00,"11,105.19","1,356.22","3,656.98",765.06,"12,250.80","3,034.34","6,218.43","1,183.06","39,570.08"
01/02/2020 14:00,"11,151.80","1,333.77","3,665.67",757.45,"12,092.06","3,039.49","6,123.67","1,155.99","39,319.90"
01/02/2020 15:00,"11,110.02","1,301.88","3,677.12",746.08,"11,914.05","3,015.19","6,011.22","1,132.43","38,907.99"
01/02/2020 16:00,"11,003.42","1,346.79","3,679.10",741.19,"11,773.86","2,978.24","5,926.38","1,122.29","38,571.28"
01/02/2020 17:00,"10,960.33","1,328.81","3,700.53",742.59,"11,891.94","2,977.26","5,871.10","1,131.55","38,604.13"
01/02/2020 18:00,"11,174.86","1,366.85","3,731.76",772.35,"12,411.69","3,022.14","6,046.81","1,167.72","39,694.18"
01/02/2020 19:00,"11,252.62","1,399.82","3,802.95",801.14,"12,892.80","3,178.50","6,526.76","1,222.63","41,077.23"
01/02/2020 20:00,"11,069.88","1,338.53","3,817.08",794.07,"12,760.50","3,175.95","6,542.90","1,232.58","40,731.48"
01/02/2020 21:00,"10,869.88","1,309.50","3,818.86",789.21,"12,579.09","3,128.56","6,453.55","1,230.57","40,179.22"
01/02/2020 22:00,"10,565.12","1,269.69","3,825.12",773.72,"12,222.55","3,071.61","6,286.86","1,211.44","39,226.11"
01/02/2020 23:00,"10,110.06","1,233.23","3,788.08",744.05,"11,619.46","2,952.42","6,000.20","1,172.54","37,620.04"
01/02/2020 24:00,"9,657.31","1,162.52","3,757.79",715.13,"10,962.88","2,785.92","5,653.14","1,133.64","35,828.33"
01/03/2020 01:00,"9,267.80","1,112.14","3,730.62",703.44,"10,553.44","2,636.29","5,443.95","1,116.93","34,564.61"
01/03/2020 02:00,"9,027.67","1,075.32","3,710.90",694.41,"10,320.59","2,525.47","5,299.52","1,105.03","33,758.91"
01/03/2020 03:00,"8,901.08","1,055.71","3,707.10",691.03,"10,243.30","2,456.07","5,257.18","1,108.03","33,419.49"
01/03/2020 04:00,"8,883.96","1,058.47","3,717.43",698.45,"10,412.53","2,427.88","5,216.36","1,114.76","33,529.85"
01/03/2020 05:00,"9,060.63","1,093.16","3,721.94",707.18,"10,773.83","2,449.76","5,333.75","1,135.58","34,275.84"
01/03/2020 06:00,"9,491.42","1,157.01","3,735.58",741.48,"11,540.89","2,563.81","5,712.14","1,184.89","36,127.22"
01/03/2020 07:00,"10,054.42","1,254.98","3,759.44",787.38,"12,409.55","2,748.90","6,197.45","1,257.08","38,469.21"
01/03/2020 08:00,"10,427.78","1,304.35","3,805.50",826.27,"13,080.13","2,887.29","6,543.47","1,320.13","40,194.92"
01/03/2020 09:00,"10,638.86","1,355.53","3,810.27",840.39,"13,278.44","2,928.05","6,525.22","1,326.00","40,702.75"
01/03/2020 10:00,"10,833.23","1,374.55","3,817.70",835.32,"13,262.00","2,941.04","6,287.94","1,303.15","40,654.92"
01/03/2020 11:00,"10,982.24","1,374.10","3,804.46",819.18,"13,076.80","2,943.32","6,097.29","1,273.89","40,371.28"
01/03/2020 12:00,"11,032.81","1,357.87","3,769.49",793.11,"12,677.34","2,940.68","5,886.44","1,251.60","39,709.34"
01/03/2020 13:00,"11,014.09","1,295.20","3,736.66",772.45,"12,248.37","2,933.46","5,752.60","1,221.79","38,974.61"
01/03/2020 14:00,"11,009.22","1,300.72","3,706.79",759.64,"11,902.92","2,920.53","5,625.97","1,197.65","38,423.43"
01/03/2020 15:00,"10,963.17","1,248.36","3,685.21",747.01,"11,693.38","2,920.44","5,569.88","1,178.81","38,006.26"
01/03/2020 16:00,"10,850.71","1,264.28","3,662.54",732.49,"11,551.91","2,919.12","5,568.37","1,167.17","37,716.58"
01/03/2020 17:00,"10,791.43","1,249.11","3,653.70",732.25,"11,571.63","2,898.83","5,630.75","1,163.31","37,691.00"
01/03/2020 18:00,"10,926.80","1,299.62","3,680.13",762.07,"12,254.91","2,900.06","5,878.83","1,194.56","38,896.99"
01/03/2020 19:00,"11,106.57","1,358.71","3,766.49",800.93,"12,951.60","3,074.39","6,319.34","1,264.12","40,642.15"
01/03/2020 20:00,"10,984.66","1,338.64","3,805.53",809.78,"13,000.66","3,091.54","6,331.71","1,292.74","40,655.27"
01/03/2020 21:00,"10,798.42","1,385.22","3,827.36",812.83,"13,000.20","3,072.93","6,301.22","1,307.35","40,505.54"
01/03/2020 22:00,"10,595.75","1,367.96","3,842.36",804.35,"12,860.63","3,036.22","6,234.61","1,311.42","40,053.30"
01/03/2020 23:00,"10,254.42","1,342.24","3,830.55",786.22,"12,510.22","2,961.85","6,054.97","1,288.03","39,028.49"
01/03/2020 24:00,"9,881.54","1,322.71","3,817.59",766.24,"12,074.00","2,857.62","5,842.90","1,266.67","37,829.27"
01/04/2020 01:00,"9,550.02","1,287.78","3,778.82",753.50,"11,746.83","2,780.25","5,678.37","1,268.97","36,844.53"
01/04/2020 02:00,"9,381.94","1,276.85","3,761.02",754.36,"11,590.82","2,724.62","5,619.18","1,257.14","36,365.94"
01/04/2020 03:00,"9,333.78","1,260.61","3,751.36",757.59,"11,635.18","2,704.30","5,604.84","1,267.24","36,314.91"
01/04/2020 04:00,"9,342.43","1,320.82","3,741.54",767.50,"11,863.60","2,713.95","5,699.36","1,272.12","36,721.31"
01/04/2020 05:00,"9,493.56","1,338.35","3,763.03",783.82,"12,169.13","2,772.89","5,847.97","1,291.70","37,460.44"
01/04/2020 06:00,"9,811.13","1,411.01","3,777.36",810.35,"12,697.92","2,877.78","6,149.74","1,333.76","38,869.04"
01/04/2020 07:00,"10,253.06","1,500.08","3,812.59",843.11,"13,387.53","3,038.29","6,557.25","1,388.75","40,780.66"
01/04/2020 08:00,"10,630.85","1,550.37","3,844.22",873.38,"13,976.14","3,180.23","6,938.40","1,448.76","42,442.36"
01/04/2020 09:00,"10,886.42","1,560.35","3,839.46",879.94,"14,141.66","3,234.02","6,980.46","1,452.98","42,975.29"
01/04/2020 10:00,"10,936.31","1,473.04","3,787.09",862.97,"13,778.10","3,164.28","6,642.05","1,380.98","42,024.81"
01/04/2020 11:00,"10,835.69","1,390.35","3,740.90",842.17,"13,185.94","3,061.03","6,212.63","1,296.91","40,565.63"
01/04/2020 12:00,"10,699.25","1,331.93","3,670.99",799.82,"12,513.75","2,959.56","5,842.90","1,221.72","39,039.92"
01/04/2020 13:00,"10,516.51","1,269.70","3,614.32",753.27,"11,919.59","2,882.22","5,567.75","1,159.37","37,682.72"
01/04/2020 14:00,"10,355.51","1,197.30","3,582.19",726.69,"11,289.42","2,858.03","5,371.97","1,118.70","36,499.81"
01/04/2020 15:00,"10,257.47","1,185.35","3,560.07",701.51,"10,899.66","2,855.98","5,295.59","1,094.25","35,849.87"
01/04/2020 16:00,"10,213.47","1,150.86","3,562.43",688.60,"10,748.12","2,873.25","5,264.77","1,083.14","35,584.65"
01/04/2020 17:00,"10,129.84","1,169.12","3,563.19",691.98,"10,732.70","2,870.24","5,333.04","1,081.18","35,571.29"
01/04/2020 18:00,"10,329.83","1,215.64","3,569.56",726.25,"11,324.06","2,865.91","5,507.14","1,106.04","36,644.43"
01/04/2020 19:00,"10,689.83","1,300.46","3,633.67",772.92,"12,043.46","2,995.32","5,840.78","1,168.35","38,444.79"
01/04/2020 20:00,"10,768.52","1,300.64","3,689.32",790.45,"12,275.66","3,013.21","5,863.62","1,187.29","38,888.71"
01/04/2020 21:00,"10,759.91","1,358.28","3,706.58",796.66,"12,391.52","2,997.65","5,802.96","1,194.38","39,007.93"
01/04/2020 22:00,"10,654.58","1,361.69","3,736.36",794.74,"12,373.73","2,989.54","5,786.27","1,198.11","38,895.01"
01/04/2020 23:00,"10,420.71","1,341.38","3,739.42",779.18,"12,062.46","2,945.09","5,659.71","1,190.31","38,138.27"
01/04/2020 24:00,"10,120.68","1,340.32","3,729.52",762.55,"11,702.91","2,884.11","5,487.35","1,179.23","37,206.67"
01/05/2020 01:00,"9,875.76","1,277.89","3,746.26",750.56,"11,397.72","2,815.74","5,330.23","1,167.84","36,361.99"
01/05/2020 02:00,"9,709.56","1,270.95","3,739.56",744.98,"11,121.46","2,766.30","5,244.20","1,169.68","35,766.67"
01/05/2020 03:00,"9,632.43","1,272.15","3,724.18",744.67,"11,054.32","2,738.56","5,246.86","1,173.99","35,587.15"
01/05/2020 04:00,"9,627.97","1,272.02","3,721.33",745.68,"11,095.38","2,742.18","5,285.16","1,178.27","35,667.99"
01/05/2020 05:00,"9,715.15","1,305.99","3,733.26",756.31,"11,330.07","2,773.11","5,385.35","1,150.39","36,149.63"
01/05/2020 06:00,"9,885.02","1,342.25","3,735.26",768.44,"11,685.20","2,850.80","5,600.75","1,173.62","37,041.36"
01/05/2020 07:00,"10,136.51","1,396.55","3,735.10",789.99,"12,154.01","2,972.75","5,912.61","1,219.09","38,316.61"
01/05/2020 08:00,"10,313.37","1,449.82","3,749.23",818.13,"12,649.28","3,067.32","6,221.81","1,279.25","39,548.22"
01/05/2020 09:00,"10,424.08","1,446.01","3,744.46",823.40,"12,701.19","3,111.12","6,233.55","1,291.19","39,775.01"
01/05/2020 10:00,"10,392.46","1,341.34","3,722.74",797.50,"12,374.59","3,047.48","6,020.21","1,249.74","38,946.06"
01/05/2020 11:00,"10,330.12","1,289.97","3,688.00",762.16,"11,899.13","2,927.96","5,700.91","1,174.99","37,773.23"
01/05/2020 12:00,"10,260.88","1,229.98","3,649.42",729.82,"11,353.74","2,825.04","5,443.82","1,129.00","36,621.69"
01/05/2020 13:00,"10,196.51","1,170.60","3,617.45",703.53,"10,984.64","2,779.91","5,340.96","1,111.42","35,905.01"
01/05/2020 14:00,"10,101.62","1,154.79","3,582.31",686.79,"10,649.36","2,757.44","5,258.79","1,088.89","35,279.99"
01/05/2020 15:00,"10,049.63","1,128.29","3,562.90",671.85,"10,442.62","2,769.73","5,228.40","1,071.71","34,925.13"
01/05/2020 16:00,"10,045.28","1,127.50","3,545.05",663.56,"10,332.28","2,795.59","5,263.15","1,060.41","34,832.82"
01/05/2020 17:00,"10,068.08","1,128.13","3,550.30",671.17,"10,380.16","2,811.77","5,363.82","1,068.56","35,041.99"
01/05/2020 18:00,"10,319.35","1,166.27","3,565.25",706.87,"10,901.62","2,833.26","5,604.80","1,093.92","36,191.33"
01/05/2020 19:00,"10,745.13","1,243.43","3,651.71",749.17,"11,662.08","3,004.63","5,990.83","1,154.84","38,201.80"
01/05/2020 20:00,"10,692.82","1,273.56","3,677.80",753.13,"11,662.01","3,015.81","6,008.27","1,166.07","38,249.47"
01/05/2020 21:00,"10,563.56","1,272.64","3,683.77",753.00,"11,575.58","2,977.70","5,877.67","1,168.07","37,872.00"
01/05/2020 22:00,"10,519.30","1,256.12","3,692.78",742.86,"11,382.00","2,918.24","5,688.11","1,157.40","37,356.81"
01/05/2020 23:00,"10,069.34","1,207.06","3,665.93",719.72,"10,910.72","2,808.73","5,379.11","1,128.85","35,889.47"
01/05/2020 24:00,"9,633.43","1,101.75","3,655.21",706.94,"10,353.25","2,652.91","5,067.96","1,105.55","34,277.00"
01/06/2020 01:00,"9,258.17","1,081.35","3,681.04",704.26,"10,145.19","2,540.44","4,873.59","1,130.20","33,414.25"
01/06/2020 02:00,"9,094.64","1,079.51","3,679.78",707.78,"10,133.36","2,458.95","4,787.18","1,136.94","33,078.13"
01/06/2020 03:00,"9,042.19","1,086.18","3,686.55",718.44,"10,323.94","2,432.43","4,795.91","1,160.03","33,245.68"
01/06/2020 04:00,"9,135.43","1,108.35","3,698.57",731.97,"10,668.03","2,448.63","4,921.87","1,190.83","33,903.68"
01/06/2020 05:00,"9,454.69","1,162.30","3,722.43",760.92,"11,291.27","2,511.20","5,180.99","1,240.27","35,324.08"
01/06/2020 06:00,"10,083.89","1,257.40","3,783.97",813.07,"12,440.69","2,685.62","5,756.67","1,322.19","38,143.50"
01/06/2020 07:00,"10,895.90","1,408.47","3,865.38",887.33,"13,980.74","2,974.81","6,505.17","1,448.53","41,966.33"
01/06/2020 08:00,"11,244.96","1,500.60","3,922.07",927.32,"14,775.26","3,118.96","6,877.33","1,523.78","43,890.29"
01/06/2020 09:00,"11,297.88","1,471.64","3,908.89",923.72,"14,562.98","3,080.97","6,722.76","1,496.48","43,465.32"
01/06/2020 10:00,"11,246.10","1,408.60","3,854.78",879.65,"13,851.48","3,025.85","6,347.34","1,413.64","42,027.43"
01/06/2020 11:00,"11,268.94","1,345.49","3,802.92",844.20,"13,276.71","2,989.22","6,057.89","1,312.63","40,898.00"
01/06/2020 12:00,"11,269.71","1,293.53","3,773.86",813.17,"12,669.47","2,984.55","5,836.04","1,235.74","39,876.08"
01/06/2020 13:00,"11,242.50","1,263.19","3,741.23",778.61,"12,201.08","3,004.67","5,696.14","1,182.23","39,109.65"
01/06/2020 14:00,"11,366.01","1,243.83","3,742.31",762.25,"11,914.10","3,056.02","5,659.69","1,150.15","38,894.36"
01/06/2020 15:00,"11,429.07","1,258.77","3,741.03",748.71,"11,708.37","3,119.31","5,681.98","1,139.38","38,826.63"
01/06/2020 16:00,"11,437.12","1,200.19","3,725.99",735.65,"11,583.86","3,162.56","5,724.76","1,132.21","38,702.34"
01/06/2020 17:00,"11,255.35","1,193.85","3,717.69",735.96,"11,565.67","3,146.56","5,793.05","1,135.23","38,543.36"
01/06/2020 18:00,"11,318.18","1,232.29","3,679.41",766.41,"12,052.25","3,105.74","5,985.88","1,153.29","39,293.46"
01/06/2020 19:00,"11,493.20","1,294.91","3,739.21",815.76,"12,805.40","3,224.86","6,336.67","1,223.01","40,933.01"
01/06/2020 20:00,"11,279.16","1,289.02","3,785.56",827.09,"12,822.07","3,191.94","6,283.58","1,228.65","40,707.07"
01/06/2020 21:00,"11,036.16","1,273.69","3,813.55",831.56,"12,651.14","3,121.79","6,148.98","1,224.05","40,100.91"
01/06/2020 22:00,"10,663.38","1,236.24","3,828.13",816.30,"12,294.87","3,031.25","5,857.69","1,211.63","38,939.48"
01/06/2020 23:00,"10,084.39","1,164.85","3,805.57",780.31,"11,639.76","2,864.72","5,445.83","1,185.29","36,970.72"
01/06/2020 24:00,"9,518.03","1,099.41","3,787.89",753.26,"11,060.34","2,652.55","5,025.89","1,166.10","35,063.48"
01/07/2020 01:00,"9,018.64","1,080.42","3,777.81",754.32,"10,903.57","2,475.37","4,767.70","1,183.46","33,961.29"
01/07/2020 02:00,"8,794.40","1,069.14","3,773.60",755.96,"10,882.38","2,382.98","4,691.49","1,193.46","33,543.41"
01/07/2020 03:00,"8,712.26","1,086.02","3,783.19",766.55,"11,069.31","2,354.93","4,684.71","1,218.42","33,675.39"
01/07/2020 04:00,"8,738.78","1,127.30","3,807.79",782.12,"11,330.37","2,349.62","4,794.48","1,253.02","34,183.49"
01/07/2020 05:00,"9,024.78","1,189.01","3,833.38",810.12,"12,047.12","2,399.69","5,127.63","1,308.30","35,740.04"
01/07/2020 06:00,"9,763.68","1,311.95","3,894.90",867.24,"13,342.91","2,576.80","5,714.06","1,385.80","38,857.33"
01/07/2020 07:00,"10,810.95","1,498.87","3,975.43",949.46,"14,980.28","2,933.83","6,644.80","1,511.67","43,305.30"
01/07/2020 08:00,"11,218.75","1,578.04","4,015.03",986.37,"15,681.34","3,083.02","7,074.69","1,566.94","45,204.18"
01/07/2020 09:00,"11,153.72","1,546.59","3,960.16",969.24,"15,220.68","3,051.70","6,882.26","1,508.82","44,293.17"
01/07/2020 10:00,"11,127.50","1,458.54","3,885.21",922.95,"14,233.86","3,038.45","6,549.24","1,397.69","42,613.44"
01/07/2020 11:00,"11,113.34","1,377.08","3,817.43",872.30,"13,489.16","2,993.98","6,203.42","1,301.90","41,168.63"
01/07/2020 12:00,"11,080.95","1,309.89","3,765.38",826.46,"12,830.13","2,972.99","5,913.20","1,227.01","39,926.01"
01/07/2020 13:00,"11,033.83","1,251.82","3,714.55",790.59,"12,261.49","2,950.30","5,722.14","1,180.24","38,904.97"
01/07/2020 14:00,"11,047.22","1,221.74","3,702.06",772.42,"11,908.90","2,949.84","5,615.02","1,133.32","38,350.52"
01/07/2020 15:00,"10,997.24","1,196.49","3,691.87",755.89,"11,607.50","2,948.23","5,559.98","1,105.14","37,862.33"
01/07/2020 16:00,"10,926.31","1,171.13","3,674.09",747.03,"11,430.86","2,944.76","5,551.45","1,106.47","37,552.10"
01/07/2020 17:00,"10,889.53","1,176.42","3,661.49",747.07,"11,470.96","2,944.83","5,655.84","1,117.98","37,664.12"
01/07/2020 18:00,"11,036.81","1,230.01","3,661.99",768.27,"11,970.52","2,967.08","5,909.08","1,153.45","38,697.22"
01/07/2020 19:00,"11,434.10","1,333.98","3,773.55",817.06,"12,964.39","3,178.48","6,424.12","1,245.25","41,170.94"
01/07/2020 20:00,"11,497.89","1,371.32","3,845.74",827.91,"13,110.55","3,247.86","6,519.64","1,271.02","41,691.94"
01/07/2020 21:00,"11,490.02","1,409.23","3,888.42",838.70,"13,191.79","3,281.42","6,580.94","1,296.00","41,976.53"
01/07/2020 22:00,"11,272.37","1,406.44","3,896.40",824.76,"12,983.23","3,241.48","6,452.04","1,290.28","41,367.00"
01/07/2020 23:00,"10,876.52","1,358.82","3,865.60",792.09,"12,379.74","3,093.31","6,196.25","1,260.34","39,822.67"
01/07/2020 24:00,"10,434.14","1,306.21","3,828.11",768.11,"11,759.88","2,906.01","5,945.79","1,238.25","38,186.51"
01/08/2020 01:00,"10,124.86","1,403.04","3,753.74",758.77,"11,469.68","2,765.17","5,823.34","1,245.86","37,344.46"
01/08/2020 02:00,"10,069.49","1,414.12","3,736.20",757.81,"11,405.29","2,717.96","5,826.49","1,252.69","37,180.05"
01/08/2020 03:00,"10,104.76","1,422.08","3,738.69",773.09,"11,569.14","2,711.99","5,902.67","1,269.75","37,492.17"
01/08/2020 04:00,"10,227.05","1,472.74","3,733.99",779.45,"11,904.23","2,725.83","6,067.78","1,295.35","38,206.43"
01/08/2020 05:00,"10,633.46","1,540.32","3,738.16",806.18,"12,552.24","2,803.55","6,382.05","1,334.91","39,790.85"
01/08/2020 06:00,"11,453.75","1,655.96","3,762.07",863.11,"13,806.46","3,017.66","7,043.76","1,402.02","43,004.79"
01/08/2020 07:00,"12,500.62","1,837.55","3,815.83",944.63,"15,542.29","3,450.95","7,916.09","1,518.78","47,526.74"
01/08/2020 08:00,"12,886.50","1,884.37","3,837.00",979.03,"16,151.73","3,553.55","8,201.41","1,563.46","49,057.06"
01/08/2020 09:00,"12,691.88","1,818.06","3,821.95",958.12,"15,506.47","3,374.13","7,781.67","1,494.52","47,446.78"
01/08/2020 10:00,"12,273.94","1,705.74","3,754.10",929.80,"14,638.30","3,219.99","7,143.48","1,403.98","45,069.34"
01/08/2020 11:00,"11,929.72","1,585.37","3,726.86",885.67,"13,847.15","3,106.71","6,627.33","1,342.58","43,051.40"
01/08/2020 12:00,"11,634.39","1,494.73","3,700.78",845.99,"13,243.20","3,030.02","6,193.67","1,291.49","41,434.27"
01/08/2020 13:00,"11,368.71","1,423.58","3,668.71",814.65,"12,695.72","2,987.03","5,886.08","1,246.92","40,091.41"
01/08/2020 14:00,"11,274.88","1,376.34","3,656.76",792.43,"12,289.29","2,964.34","5,695.42","1,201.96","39,251.41"
01/08/2020 15:00,"11,155.56","1,333.76","3,660.01",770.14,"11,977.01","2,955.98","5,590.43","1,167.34","38,610.24"
01/08/2020 16:00,"11,078.58","1,251.34","3,678.44",761.97,"11,793.70","2,951.03","5,569.86","1,162.16","38,247.08"
01/08/2020 17:00,"11,063.85","1,307.50","3,674.59",769.59,"11,914.81","2,982.10","5,654.37","1,188.23","38,555.04"
01/08/2020 18:00,"11,294.42","1,396.79","3,707.70",803.58,"12,532.35","3,036.38","5,944.95","1,223.77","39,939.94"
01/08/2020 19:00,"11,607.56","1,478.17","3,817.47",842.72,"13,335.04","3,223.06","6,370.22","1,282.87","41,957.12"
01/08/2020 20:00,"11,504.38","1,488.85","3,856.77",841.03,"13,303.60","3,242.52","6,363.68","1,285.46","41,886.30"
01/08/2020 21:00,"11,317.71","1,476.69","3,843.72",834.02,"13,127.39","3,214.84","6,213.75","1,269.75","41,297.88"
01/08/2020 22:00,"10,945.66","1,426.20","3,821.78",805.23,"12,527.65","3,115.65","5,893.44","1,225.41","39,761.03"
01/08/2020 23:00,"10,369.10","1,336.36","3,770.39",760.18,"11,593.30","2,921.42","5,428.28","1,167.87","37,346.88"
01/08/2020 24:00,"9,791.91","1,233.65","3,717.09",718.28,"10,631.59","2,681.54","4,983.33","1,119.60","34,876.98"
01/09/2020 01:00,"9,528.74","1,082.91","3,801.99",671.57,"9,923.53","2,549.68","4,673.40","1,040.60","33,272.43"
01/09/2020 02:00,"9,329.13","1,053.55","3,784.63",655.60,"9,517.90","2,441.66","4,493.07","1,018.35","32,293.89"
01/09/2020 03:00,"9,211.48","1,035.75","3,762.81",646.18,"9,353.47","2,384.37","4,398.16","1,011.73","31,803.95"
01/09/2020 04:00,"9,166.80","1,027.13","3,745.24",646.10,"9,221.20","2,356.86","4,368.57","1,010.44","31,542.34"
01/09/2020 05:00,"9,354.36","1,050.42","3,753.78",650.06,"9,490.49","2,385.91","4,467.28","1,014.76","32,167.06"
01/09/2020 06:00,"9,929.23","1,122.50","3,786.18",689.15,"10,225.65","2,535.24","4,840.29","1,056.23","34,184.47"
01/09/2020 07:00,"10,716.46","1,252.39","3,845.38",754.44,"11,489.42","2,870.58","5,469.35","1,137.84","37,535.87"
01/09/2020 08:00,"10,975.85","1,288.94","3,883.88",781.37,"11,997.52","2,951.04","5,756.22","1,181.31","38,816.13"
01/09/2020 09:00,"10,992.57","1,283.74","3,859.56",777.69,"11,871.35","2,912.96","5,760.88","1,169.18","38,627.92"
01/09/2020 10:00,"11,141.69","1,337.13","3,812.18",778.49,"11,850.71","2,961.38","5,787.47","1,167.67","38,836.72"
01/09/2020 11:00,"11,346.89","1,358.44","3,771.36",773.87,"11,897.97","3,030.38","5,814.17","1,157.78","39,150.85"
01/09/2020 12:00,"11,500.90","1,353.70","3,745.19",760.57,"11,856.81","3,104.51","5,834.63","1,143.73","39,300.04"
01/09/2020 13:00,"11,569.40","1,317.94","3,723.80",755.12,"11,810.10","3,176.32","5,830.68","1,118.52","39,301.88"
01/09/2020 14:00,"11,614.39","1,301.82","3,715.08",747.23,"11,726.91","3,252.96","5,815.39","1,108.48","39,282.25"
01/09/2020 15:00,"11,564.50","1,269.37","3,721.93",736.26,"11,498.44","3,300.87","5,827.15","1,096.63","39,015.15"
01/09/2020 16:00,"11,520.49","1,309.00","3,713.98",728.71,"11,307.22","3,297.91","5,832.64","1,094.88","38,804.83"
01/09/2020 17:00,"11,446.42","1,301.94","3,717.87",729.01,"11,333.69","3,278.49","5,931.29","1,107.11","38,845.81"
01/09/2020 18:00,"11,538.99","1,330.56","3,699.03",742.49,"11,665.41","3,249.15","6,090.72","1,117.72","39,434.06"
01/09/2020 19:00,"11,786.01","1,386.83","3,756.98",770.44,"12,216.25","3,373.28","6,464.89","1,156.18","40,910.85"
