Hour_End,COAST,EAST,FAR_WEST,NORTH,NORTH_C,SOUTHERN,SOUTH_C,WEST,ERCOT
1/2/2014 10:59,10968.7855084548,1664.59840134718,1922.80957379692,1071.97549143328,16972.6512679789,3198.02914575277,7333.45208737961,1361.22829285647,44493.529769
1/2/2014 12:00,10898.9200092245,1603.67448800827,1883.22582307069,1032.94252715155,16336.02274074,3180.58640706687,7041.67015764082,1310.82536309725,43287.867516
1/2/2014 13:00,10703.2936501583,1535.71963171171,1851.94182345525,984.438191444747,15591.439366766,3133.58521049185,6705.63124359115,1249.279969381,41755.329087
1/2/2014 13:59,10528.1862855873,1502.20842568958,1829.63710287758,948.957722613827,14791.8910339785,3063.85231538048,6392.23223755623,1195.1059123165,40252.071036
1/2/2014 15:00,10335.4915003596,1484.88987219936,1801.90878021523,917.829100492558,14133.235602707,2999.05730031014,6149.35131326549,1152.86333845068,38974.626808
1/2/2014 16:00,10232.2362190831,1470.98622559655,1788.96254507225,890.673498304126,13753.2036902972,2959.43161031329,6044.11716967775,1146.82034665568,38286.431305
1/2/2014 16:59,10337.4732312017,1499.20801796667,1775.79829721515,889.663544890908,13869.8005750958,2985.25585421949,6091.23657207002,1138.53464934025,38586.970742
1/2/2014 18:00,11006.45494054,1620.83898887923,1786.45355598117,943.264613598707,14952.2428293939,3118.15608039686,6489.64611162368,1177.6730585864,41094.730179
1/2/2014 19:00,11669.1794338479,1748.07330152066,1886.42191077241,1009.03824251327,16278.5680633935,3478.73806464471,7234.16925877262,1295.0255855349,44599.213861
1/2/2014 19:59,11688.1671850338,1756.82132675188,1926.23997649297,1019.31201057476,16524.1323461872,3618.07974170268,7467.66661237031,1322.99512388633,45323.4143229999
1/2/2014 21:00,11607.1157279891,1773.66808239788,1945.75975461992,1023.88861110312,16585.132469021,3706.15773421972,7561.14990199089,1327.1241596584,45529.996441
1/2/2014 22:00,11358.6021233789,1717.15103789192,1943.30027448728,1008.48457044437,16360.930937219,3734.03348019494,7453.61559892613,1321.94551145755,44898.063534
1/2/2014 22:59,10909.0005792805,1615.65565678225,1905.94317338097,975.055073555412,15787.7263040618,3708.17512453976,7270.18659889999,1293.7055024993,43465.448013
1/3/2014 0:00,10445.5042,1572.14097,1880.16394,944.93353,15201.1286,3600.4746,7021.04387,1261.95106,41927.34077
1/3/2014 1:00,10176.4192131877,1569.77374486877,1859.12100270525,927.46837342337,14809.3095902762,3494.84426992277,6861.49534002579,1244.34216659016,40942.773701
1/3/2014 1:59,10033.9854164385,1609.48556481094,1858.92864309644,924.134414607355,14663.4660655977,3465.79425088978,6857.72806976032,1247.97761679894,40661.500042
1/3/2014 3:00,10045.2992077732,1617.12704627124,1853.8937055472,929.234806823686,14689.6608362268,3482.2453042234,6889.66411858457,1259.63295854986,40766.757984
1/3/2014 4:00,10173.7269978645,1661.28801522456,1861.86598782636,936.358765454052,14895.3732903678,3537.68875543297,7091.38709316172,1278.53654466806,41436.22545
1/3/2014 4:59,10528.7540319458,1713.90968170863,1879.14428934117,961.681188488924,15343.8032312406,3640.1844704766,7394.51034103901,1312.81952775926,42774.806762
1/3/2014 6:00,11168.2817042425,1799.00333171849,1919.63912186358,1007.79235836546,16269.4163308647,3861.00796986203,7892.29204215815,1376.97975492511,45294.412614
1/3/2014 7:00,11903.0230082473,1895.64911776898,1972.45169712882,1066.82837429632,17342.4386278944,4180.24994817397,8503.34103147825,1464.180011012,48328.1618160001
1/3/2014 7:59,12169.8750196613,1970.62819325998,2011.61151365027,1099.47891680039,17885.3103717,4384.39063733023,8851.29826401601,1528.33063658188,49900.923553
1/3/2014 9:00,12079.1850485606,1917.65568637578,1990.85505483604,1093.34057078366,17468.3774855751,4313.73299496201,8569.18315594553,1498.89652396135,48931.226521
1/3/2014 10:00,11870.0049111483,1847.37821212722,1965.57062750358,1055.8044744031,16661.6970247863,4086.32050944063,8025.58297953066,1420.23876406023,46932.597503
1/3/2014 10:59,11594.8125418972,1753.17712875489,1932.48605319522,1021.68246155921,15969.0761817835,3790.0943054621,7470.02014710353,1349.62633824443,44880.975158
1/3/2014 12:00,11159.838392737,1624.70509863222,1907.21570038016,980.425972527134,15123.431661221,3460.19559621819,6956.27439783237,1285.52218245194,42497.609002
1/3/2014 13:00,10724.4372515262,1525.92763585475,1871.00211817444,930.005132902241,14305.1496106442,3143.07627985816,6508.62037732004,1223.29711571995,40231.515522
1/3/2014 13:59,10402.866553664,1441.06314764374,1845.26010503137,897.763664826491,13614.0225591336,2921.11025029961,6176.9966476605,1181.60817574066,38480.691104
1/3/2014 15:00,10076.092570594,1379.33030288662,1814.43866286942,869.546142235025,13035.7156384089,2756.29425112225,5947.34642857241,1137.37292531132,37016.136922
1/3/2014 16:00,9858.22815067984,1352.78589854326,1790.51478210388,844.012654571698,12697.4200105228,2661.35298690282,5789.10026465435,1112.17072902129,36105.585477
1/3/2014 16:59,9843.27618286322,1353.97570076226,1779.10276521105,843.889225741377,12764.5411575852,2626.77469746246,5813.32372742017,1102.85647395427,36127.739931
1/3/2014 18:00,10382.6438319612,1453.80750174598,1785.59831978494,886.106527917429,13705.2493978274,2720.41013569993,6185.86579207116,1126.71491299196,38246.39642
1/3/2014 19:00,11070.96307381,1586.50518382317,1868.53717601864,935.265827919724,14708.9805154256,3043.40872082514,6839.06932489646,1226.79662728126,41279.52645
1/3/2014 19:59,11186.9658090322,1617.4293853227,1903.45512225084,934.406486737394,14752.1762149436,3139.88509535066,6925.54694168796,1252.81548067455,41712.680536
1/3/2014 21:00,11197.3597172014,1629.57820688367,1918.19604066168,931.606264388531,14726.981331813,3184.02312084507,6959.50477624806,1261.6881569586,41808.937615
1/3/2014 22:00,11046.7560153103,1613.03154160815,1914.04363363619,913.162658736032,14426.1395680788,3178.83670428302,6869.39349116024,1255.45989618725,41216.823509
1/3/2014 22:59,10715.9218436089,1563.3163391876,1897.43121686164,883.247469627597,13895.1614715162,3131.51333900681,6551.67145832283,1221.86431286846,39860.127451
1/4/2014 0:00,10318.6986,1474.44504,1863.45475,848.7946,13267.9398,3031.3565,6270.53619,1181.61066,38256.83614
1/4/2014 1:00,9966.87782697063,1462.08471654592,1845.77521119874,820.161161353965,12751.1498286062,2910.94977337621,5982.56383234358,1147.02160660472,36886.583957
1/4/2014 1:59,9709.98834178845,1428.77415790822,1836.23679073431,807.685788417287,12403.5968891707,2836.14258399706,5827.89642498511,1130.8727199988,35981.193697
1/4/2014 3:00,9527.65337157897,1443.27365891483,1827.9239936375,804.593126420391,12266.9471079137,2791.33872111773,5734.09191197225,1117.32180544461,35513.143697
1/4/2014 4:00,9454.50745829688,1429.03052860566,1829.27833623806,803.025540844568,12236.5221230802,2779.57132405915,5701.23818529811,1109.49028457738,35342.663781
1/4/2014 4:59,9505.91489383861,1448.85631198167,1846.06085306498,812.537548070602,12380.1404702502,2811.32418327496,5684.08780395732,1111.89578656164,35600.817851
1/4/2014 6:00,9693.56940215691,1488.75746424649,1867.50961934307,837.712364327934,12745.7767811742,2894.32722398652,5785.829509599,1131.30390916584,36444.786274
1/4/2014 7:00,9963.40287888932,1529.58882780783,1888.80347886147,864.413762689252,13302.5658161338,3029.54528148077,5982.54124944032,1163.30920569718,37724.170501
1/4/2014 7:59,10006.7676714268,1545.42509120058,1915.46119353087,884.410521785981,13665.1494831376,3120.24902255639,6176.83251158998,1198.6794287718,38512.974924
1/4/2014 9:00,9970.4532582985,1539.40507097971,1909.88876175685,893.979795727647,13778.8407429375,3101.28235672773,6158.46007560419,1203.92295396787,38556.233016
1/4/2014 10:00,9850.42710132416,1481.95202037561,1889.5720350578,889.2494742048,13561.118899742,2954.07384765628,5985.75725649484,1179.78576414445,37791.936399
1/4/2014 10:59,9609.65053520388,1379.54990728997,1846.25201020761,867.926722750069,13041.311735232,2775.61163533419,5752.4493840839,1135.7692968984,36408.521227
1/4/2014 12:00,9318.32302348025,1324.51703433297,1807.1762565473,832.705707571395,12321.913231927,2620.243103348,5503.26267076752,1087.22219702559,34815.363225
1/4/2014 13:00,9222.08854119942,1252.21041893738,1771.20837747307,785.232369310256,11553.4129146403,2522.7236742972,5244.72204355917,1035.97652758326,33387.574867
1/4/2014 13:59,9056.87490298567,1154.17060041921,1746.55949555803,747.332658446359,10839.4975017649,2460.01837013583,5031.21757272038,994.354557969602,32030.02566
1/4/2014 15:00,8882.97508302735,1131.51990468181,1729.21822682933,720.080141651228,10328.5907967856,2415.26920725946,4903.23487888165,965.545192883593,31076.433432
1/4/2014 16:00,8801.51274714177,1110.28905394951,1714.31160249231,709.299952080463,10051.4989423655,2384.8023532976,4847.83738284408,951.468896828816,30571.020931
1/4/2014 16:59,8807.61418227567,1099.04029104339,1714.19124851814,715.613054567065,10033.5051502344,2372.87776909578,4851.08968412083,950.148606144688,30544.079986
1/4/2014 18:00,9216.57439768042,1189.15422848197,1725.31449056597,759.49183990767,10685.5536048969,2415.02675169317,5099.26042275792,983.549232015933,32073.924968
1/4/2014 19:00,9572.1768715705,1198.70650377797,1777.22146916818,800.580622574249,11312.0470483945,2639.30264862574,5538.49365049493,1055.57747039393,33894.106285
1/4/2014 19:59,9490.96147104663,1237.54524458749,1784.35740905612,803.708718868961,11232.3779147343,2659.79110167145,5493.83551422059,1060.12092481447,33762.698299
1/4/2014 21:00,9323.58190821318,1233.30351406958,1780.30880241466,805.549875560481,11030.1877626846,2621.54716090925,5443.62026729979,1046.32067084847,33284.419962
1/4/2014 22:00,9087.28304322391,1183.24629751564,1763.32173802201,798.602615065401,10766.1865191328,2566.00300951327,5258.85080468674,1028.13127684022,32451.625304
