Hour Ending,COAST,EAST,FWEST,NORTH,NCENT,SOUTH,SCENT,WEST,ERCOT
02/15/2021 22:00,"8,883.52","2,220.85","1,530.14","1,085.18","17,266.01","3,564.67","9,098.17","1,245.91","44,894.44"
02/15/2021 23:00,"8,830.43","2,174.33","1,474.73","1,062.27","16,902.19","3,556.51","8,917.11","1,182.48","44,100.05"
02/15/2021 24:00,"8,822.99","2,236.31","1,439.53","1,049.54","16,721.81","3,458.05","8,764.24","1,211.83","43,704.30"
02/16/2021 01:00,"8,917.30","2,292.52","1,441.09","1,054.17","16,921.51","3,414.09","8,799.72","1,229.66","44,070.05"
02/16/2021 02:00,"9,081.20","2,303.06","1,442.97","1,074.42","17,137.89","3,411.68","8,841.09","1,231.83","44,524.15"
02/16/2021 03:00,"9,208.91","2,354.41","1,445.01","1,120.00","17,534.86","3,446.98","8,881.92","1,266.55","45,258.65"
02/16/2021 04:00,"9,440.19","2,396.36","1,456.80","1,094.06","17,835.76","3,507.78","9,118.57","1,258.76","46,108.30"
02/16/2021 05:00,"9,223.00","2,348.37","1,408.39","1,083.89","17,690.97","3,478.88","9,126.39","1,238.11","45,598.00"
02/16/2021 06:00,"9,066.08","2,360.04","1,406.81","1,114.93","17,902.50","3,545.54","9,032.30","1,253.74","45,681.93"
02/16/2021 07:00,"9,170.43","2,417.86","1,412.97","1,120.38","18,243.62","3,660.07","9,221.50","1,255.05","46,501.87"
02/16/2021 08:00,"9,084.25","2,427.62","1,390.78","1,101.82","18,436.72","3,697.95","9,383.81","1,273.71","46,796.66"
02/16/2021 09:00,"8,854.49","2,368.64","1,362.69","1,099.13","18,101.59","3,651.84","9,114.08","1,303.04","45,855.51"
02/16/2021 10:00,"8,712.11","2,327.04","1,363.97","1,086.27","17,665.52","3,599.33","8,924.40","1,269.24","44,947.88"
02/16/2021 11:00,"8,680.67","2,254.09","1,355.22","1,056.63","17,272.34","3,554.15","8,814.97","1,208.05","44,196.11"
02/16/2021 12:00,"8,782.33","2,250.16","1,385.79","1,047.83","17,296.98","3,540.82","8,772.30","1,215.64","44,291.85"
02/16/2021 13:00,"8,927.51","2,232.81","1,396.40","1,046.07","17,289.70","3,580.81","8,564.57","1,235.18","44,273.06"
02/16/2021 14:00,"8,892.05","2,257.36","1,386.85","1,013.14","17,252.38","3,545.39","8,428.78","1,201.90","43,977.84"
02/16/2021 15:00,"9,088.96","2,222.69","1,449.71","1,025.62","18,115.67","3,607.73","8,481.03","1,185.29","45,176.70"
02/16/2021 16:00,"9,204.63","2,258.59","1,435.62","1,076.16","18,191.97","3,547.16","8,694.18","1,161.39","45,569.70"
02/16/2021 17:00,"9,264.36","2,291.61","1,404.64","1,083.51","18,485.02","3,497.28","8,943.97","1,153.23","46,123.61"
02/16/2021 18:00,"9,260.14","2,339.62","1,376.53","1,101.21","18,729.50","3,480.69","9,141.70","1,133.11","46,562.50"
02/16/2021 19:00,"8,888.04","2,334.26","1,356.57","1,097.34","18,534.16","3,426.60","9,026.68","1,179.42","45,843.07"
02/16/2021 20:00,"8,711.67","2,300.23","1,371.26","1,089.27","18,493.45","3,459.91","8,906.87","1,166.12","45,498.77"
02/16/2021 21:00,"8,590.39","2,315.66","1,354.91","1,098.58","18,491.37","3,486.66","8,832.50","1,136.54","45,306.60"
02/16/2021 22:00,"8,339.10","2,315.83","1,327.60","1,046.77","18,187.66","3,432.77","8,640.42","1,102.72","44,392.86"
02/16/2021 23:00,"8,132.68","2,267.64","1,305.19","1,029.09","17,876.60","3,342.18","8,517.60","1,067.44","43,538.40"
02/16/2021 24:00,"7,942.55","2,199.80","1,311.36","1,019.30","17,453.02","3,261.12","8,410.67","1,093.62","42,691.44"
02/17/2021 01:00,"7,837.77","2,120.04","1,329.37","1,041.88","17,537.13","3,400.70","8,298.99","1,122.73","42,688.61"
02/17/2021 02:00,"7,803.54","2,129.91","1,372.02","1,034.12","17,592.75","3,438.22","8,134.78","1,123.32","42,628.67"
02/17/2021 03:00,"8,030.44","2,127.65","1,406.39","1,042.99","17,706.49","3,477.04","8,102.81","1,126.96","43,020.75"
02/17/2021 04:00,"8,112.93","2,144.79","1,431.46","1,055.31","17,715.34","3,488.25","8,028.76","1,098.34","43,075.18"
02/17/2021 05:00,"7,980.04","2,175.78","1,454.28","1,050.01","17,891.91","3,480.93","7,970.04","1,132.33","43,135.33"
02/17/2021 06:00,"7,897.81","2,195.51","1,458.09","1,073.29","18,014.82","3,563.38","7,949.93","1,152.98","43,305.82"
02/17/2021 07:00,"8,072.02","2,226.20","1,466.81","1,100.07","18,187.79","3,680.70","7,968.72","1,202.56","43,904.87"
02/17/2021 08:00,"8,244.37","2,220.03","1,478.04","1,089.91","18,320.59","3,713.62","7,983.94","1,244.51","44,295.01"
02/17/2021 09:00,"8,161.56","2,187.48","1,490.24","1,092.64","18,277.24","3,667.90","7,952.54","1,232.46","44,062.06"
02/17/2021 10:00,"8,416.85","2,147.68","1,503.47","1,088.02","18,518.25","3,675.98","8,058.32","1,226.26","44,634.84"
02/17/2021 11:00,"8,679.15","2,097.57","1,545.03","1,080.24","18,933.35","3,679.47","8,090.15","1,213.20","45,318.15"
02/17/2021 12:00,"8,689.61","2,061.43","1,566.55","1,055.59","19,055.93","3,584.97","8,101.94","1,197.74","45,313.77"
02/17/2021 13:00,"8,796.52","2,066.40","1,575.91","1,064.52","19,214.74","3,460.77","8,046.98","1,193.69","45,419.52"
02/17/2021 14:00,"9,352.09","2,062.84","1,563.25","1,049.59","18,985.80","3,280.75","8,066.41","1,186.41","45,547.14"
02/17/2021 15:00,"9,522.96","2,030.12","1,559.79","1,039.09","18,767.90","3,137.80","7,894.89","1,203.88","45,156.44"
02/17/2021 16:00,"9,503.85","2,023.80","1,576.60","1,033.36","18,580.46","3,048.17","8,000.91","1,186.71","44,953.86"
02/17/2021 17:00,"9,445.62","2,017.93","1,623.70","1,044.97","18,770.69","3,037.19","8,170.58","1,230.04","45,340.72"
02/17/2021 18:00,"9,926.16","2,085.01","1,679.00","1,058.86","19,273.03","3,242.58","8,687.27","1,260.53","47,212.44"
02/17/2021 19:00,"10,257.38","2,124.47","1,752.67","1,080.34","19,805.73","3,481.24","9,058.33","1,353.69","48,913.84"
02/17/2021 20:00,"10,269.52","2,126.74","1,797.65","1,067.89","19,670.08","3,645.21","9,293.77","1,354.39","49,225.25"
02/17/2021 21:00,"10,670.61","2,161.09","1,794.82","1,055.84","19,355.30","3,725.57","9,297.21","1,384.91","49,445.35"
02/17/2021 22:00,"10,960.08","2,149.57","1,792.59","1,034.28","18,919.92","3,745.07","9,309.63","1,366.17","49,277.30"
02/17/2021 23:00,"11,451.56","2,107.44","1,775.79","1,014.56","18,445.30","3,646.25","9,030.65","1,348.65","48,820.21"
02/17/2021 24:00,"11,456.15","2,079.88","1,746.75","1,008.89","18,072.36","3,568.80","8,941.67","1,388.59","48,263.10"
02/18/2021 01:00,"11,420.91","2,064.62","1,738.91","1,009.99","17,820.79","3,757.04","8,947.18","1,413.85","48,173.29"
02/18/2021 02:00,"11,119.32","2,049.92","1,743.05","1,001.59","17,797.94","3,849.56","9,015.70","1,393.77","47,970.87"
02/18/2021 03:00,"11,074.19","2,042.54","1,748.91","1,023.69","17,753.46","3,874.82","9,097.93","1,379.44","47,994.99"
02/18/2021 04:00,"11,087.45","2,049.01","1,755.68","1,025.48","17,772.31","3,924.06","9,184.49","1,389.08","48,187.57"
02/18/2021 05:00,"11,266.99","2,064.48","1,781.05","1,031.53","17,917.89","3,988.39","9,375.27","1,405.65","48,831.25"
02/18/2021 06:00,"11,619.07","2,106.52","1,808.21","1,046.71","18,303.92","4,164.37","9,653.06","1,440.32","50,142.19"
02/18/2021 07:00,"11,939.43","2,151.60","1,855.27","1,085.01","18,894.04","4,392.36","9,967.55","1,503.02","51,788.28"
02/18/2021 08:00,"12,129.24","2,183.67","1,879.54","1,112.11","19,355.73","4,583.86","10,185.54","1,539.21","52,968.91"
02/18/2021 09:00,"12,434.98","2,203.55","1,877.87","1,127.25","19,732.59","4,787.73","10,431.29","1,560.54","54,155.81"
02/18/2021 10:00,"12,776.36","2,211.82","1,888.51","1,124.28","20,074.83","4,973.92","10,673.71","1,566.77","55,290.19"
02/18/2021 11:00,"13,006.03","2,205.92","1,894.08","1,100.12","20,138.94","5,077.32","10,761.64","1,539.47","55,723.51"
02/18/2021 12:00,"13,108.93","2,184.17","1,894.09","1,068.54","19,931.86","5,068.87","10,722.76","1,496.25","55,475.47"
02/18/2021 13:00,"12,807.84","2,152.01","1,873.08","1,028.20","19,476.59","4,957.05","10,503.72","1,461.60","54,260.09"
02/18/2021 14:00,"12,361.44","2,110.93","1,845.06",987.82,"18,760.61","4,796.31","10,293.14","1,418.80","52,574.12"
02/18/2021 15:00,"12,118.87","2,071.63","1,815.08",955.52,"18,119.12","4,656.01","10,104.82","1,391.29","51,232.34"
02/18/2021 16:00,"11,949.28","2,061.39","1,803.57",933.79,"17,694.73","4,547.42","10,022.35","1,384.49","50,397.02"
02/18/2021 17:00,"11,987.99","2,092.39","1,806.34",931.25,"17,678.14","4,525.31","10,069.93","1,404.34","50,495.68"
02/18/2021 18:00,"12,352.12","2,165.10","1,826.71",960.09,"18,166.96","4,639.26","10,254.52","1,445.81","51,810.56"
02/18/2021 19:00,"12,974.40","2,270.93","1,880.11","1,030.48","19,332.14","4,883.40","10,572.06","1,502.89","54,446.42"
02/18/2021 20:00,"13,073.56","2,297.36","1,948.08","1,057.19","19,694.85","5,027.89","10,549.75","1,526.81","55,175.49"
02/18/2021 21:00,"12,929.86","2,282.27","1,962.66","1,056.70","19,637.51","5,070.07","10,367.89","1,528.11","54,835.07"
02/18/2021 22:00,"12,678.32","2,257.67","1,949.61","1,050.37","19,463.06","5,048.75","10,171.59","1,515.59","54,134.95"
02/18/2021 23:00,"12,331.03","2,211.20","1,922.62","1,036.81","19,098.08","4,964.76","9,889.91","1,489.75","52,944.17"
02/18/2021 24:00,"12,020.70","2,186.67","1,912.07","1,035.35","18,804.08","4,856.50","9,727.91","1,473.35","52,016.63"
02/19/2021 01:00,"11,959.79","2,084.66","3,544.14",972.00,"16,900.28","4,653.19","9,737.61","1,583.59","51,435.27"
02/19/2021 02:00,"11,926.85","2,074.28","3,558.29",976.52,"16,972.47","4,596.95","9,787.99","1,600.42","51,493.77"
02/19/2021 03:00,"11,970.87","2,064.35","3,569.16",988.94,"17,166.02","4,601.14","9,914.66","1,629.92","51,905.05"
02/19/2021 04:00,"12,072.38","2,131.99","3,563.73",998.61,"17,378.89","4,589.29","10,075.15","1,646.40","52,456.44"
02/19/2021 05:00,"12,327.05","2,173.40","3,562.25","1,019.85","17,800.51","4,680.15","10,320.53","1,678.87","53,562.60"
02/19/2021 06:00,"12,718.73","2,205.58","3,585.91","1,056.59","18,464.73","4,871.41","10,652.89","1,729.62","55,285.47"
02/19/2021 07:00,"13,228.08","2,275.42","3,632.44","1,103.74","19,302.98","5,102.13","11,093.44","1,800.11","57,538.36"
02/19/2021 08:00,"13,411.93","2,312.53","3,649.09","1,127.20","19,741.01","5,206.44","11,332.22","1,829.59","58,610.02"
02/19/2021 09:00,"13,246.16","2,251.44","3,578.56","1,093.68","19,162.75","5,060.99","11,002.56","1,760.27","57,156.42"
02/19/2021 10:00,"12,917.23","2,137.34","3,481.17","1,036.17","18,145.71","4,804.82","10,360.48","1,665.30","54,548.21"
02/19/2021 11:00,"12,434.93","2,039.68","3,379.76",979.70,"17,158.60","4,491.47","9,720.22","1,559.13","51,763.50"
02/19/2021 12:00,"11,882.51","1,942.14","3,304.30",925.71,"16,157.83","4,150.36","9,168.23","1,452.85","48,983.93"
02/19/2021 13:00,"11,326.92","1,863.90","3,227.71",872.00,"15,205.31","3,802.02","8,610.24","1,363.34","46,271.42"
02/19/2021 14:00,"10,804.18","1,794.14","3,155.71",831.92,"14,366.07","3,503.83","8,095.65","1,286.08","43,837.57"
02/19/2021 15:00,"10,317.58","1,739.07","3,119.55",799.75,"13,624.41","3,239.19","7,666.68","1,226.08","41,732.31"
02/19/2021 16:00,"9,990.57","1,706.87","3,084.07",777.96,"13,128.49","3,047.82","7,368.41","1,187.59","40,291.78"
02/19/2021 17:00,"9,822.47","1,717.24","3,090.16",774.06,"12,984.51","2,961.46","7,276.11","1,168.69","39,794.69"
02/19/2021 18:00,"10,029.79","1,791.97","3,125.55",798.23,"13,508.11","3,018.74","7,485.68","1,189.78","40,947.86"
02/19/2021 19:00,"10,752.64","1,981.03","3,225.98",866.59,"14,782.94","3,354.51","8,214.49","1,288.34","44,466.51"
02/19/2021 20:00,"11,272.19","2,085.40","3,358.03",905.35,"15,565.72","3,717.79","8,762.22","1,375.24","47,041.94"
02/19/2021 21:00,"11,479.05","2,108.13","3,413.16",918.16,"15,861.00","3,915.16","8,942.96","1,401.67","48,039.30"
02/19/2021 22:00,"11,528.24","2,105.92","3,446.71",916.93,"15,920.03","4,065.63","9,011.84","1,408.14","48,403.44"
02/19/2021 23:00,"11,397.86","2,032.05","3,441.20",902.60,"15,721.17","4,128.98","8,935.78","1,390.84","47,950.49"
02/19/2021 24:00,"11,234.01","1,997.93","3,425.02",890.78,"15,484.52","4,133.00","8,847.43","1,375.20","47,387.89"
02/20/2021 01:00,"11,086.49","1,991.19","3,400.56",884.04,"15,352.56","4,149.82","8,811.86","1,353.42","47,029.94"
02/20/2021 02:00,"11,044.96","1,997.17","3,397.99",885.95,"15,347.06","4,167.55","8,871.20","1,358.41","47,070.28"
02/20/2021 03:00,"11,115.49","2,018.72","3,412.64",901.42,"15,470.14","4,234.51","8,981.19","1,375.51","47,509.61"
02/20/2021 04:00,"11,210.30","2,037.31","3,428.33",915.03,"15,617.06","4,299.08","9,123.49","1,397.24","48,027.83"
02/20/2021 05:00,"11,387.34","2,075.32","3,440.86",935.21,"15,934.36","4,410.52","9,328.14","1,423.29","48,935.06"
02/20/2021 06:00,"11,658.83","2,122.47","3,455.68",961.83,"16,405.06","4,559.23","9,605.42","1,458.47","50,226.99"
02/20/2021 07:00,"12,045.33","2,197.46","3,486.77",992.51,"17,004.94","4,723.19","9,979.04","1,505.26","51,934.48"
02/20/2021 08:00,"12,165.93","2,236.05","3,494.24","1,009.03","17,339.91","4,785.79","10,191.05","1,539.12","52,761.14"
02/20/2021 09:00,"11,894.71","2,197.21","3,434.21",978.51,"16,848.81","4,560.70","9,726.39","1,488.62","51,129.16"
02/20/2021 10:00,"11,407.06","2,071.86","3,355.20",914.85,"15,930.70","4,125.88","8,908.01","1,393.67","48,107.23"
02/20/2021 11:00,"10,818.42","1,938.94","3,266.32",858.90,"14,942.38","3,629.28","8,154.52","1,275.31","44,884.07"
02/20/2021 12:00,"10,247.50","1,827.62","3,186.59",805.01,"13,983.08","3,217.82","7,516.14","1,183.97","41,967.72"
02/20/2021 13:00,"9,684.54","1,698.19","3,122.90",752.59,"13,008.79","2,911.31","6,945.05","1,106.35","39,229.73"
02/20/2021 14:00,"9,249.66","1,608.06","3,092.03",712.87,"12,145.47","2,694.50","6,450.17","1,046.04","36,998.80"
02/20/2021 15:00,"8,894.61","1,501.09","3,062.80",679.06,"11,454.17","2,551.18","6,085.84",997.84,"35,226.60"
02/20/2021 16:00,"8,683.60","1,462.00","3,047.14",652.20,"11,008.59","2,473.74","5,880.57",968.65,"34,176.49"
02/20/2021 17:00,"8,641.94","1,439.69","3,052.06",646.88,"10,924.98","2,447.21","5,837.13",963.46,"33,953.36"
02/20/2021 18:00,"8,830.35","1,531.30","3,072.33",663.50,"11,315.73","2,462.22","5,996.31",981.93,"34,853.66"
02/20/2021 19:00,"9,513.48","1,651.45","3,153.12",712.30,"12,299.71","2,636.65","6,437.20","1,044.18","37,448.09"
02/20/2021 20:00,"9,973.26","1,770.28","3,247.93",745.29,"12,846.29","2,819.46","6,720.44","1,099.76","39,222.73"
02/20/2021 21:00,"10,044.71","1,793.40","3,280.51",755.37,"12,944.32","2,855.78","6,732.73","1,115.50","39,522.33"
02/20/2021 22:00,"9,964.82","1,775.68","3,300.63",753.40,"12,828.50","2,870.48","6,670.86","1,118.41","39,282.79"
02/20/2021 23:00,"9,734.36","1,716.31","3,290.37",738.06,"12,451.27","2,848.51","6,483.91","1,099.80","38,362.59"
02/20/2021 24:00,"9,446.24","1,683.88","3,251.51",719.77,"12,036.79","2,786.67","6,295.12","1,074.97","37,294.95"
02/21/2021 01:00,"9,233.90","1,609.47","3,249.69",706.86,"11,673.23","2,732.32","6,103.40","1,079.34","36,388.20"
02/21/2021 02:00,"9,050.80","1,635.40","3,239.37",698.07,"11,473.33","2,678.09","6,022.28","1,063.12","35,860.46"
02/21/2021 03:00,"8,967.97","1,626.95","3,238.21",695.66,"11,319.36","2,650.10","6,018.34","1,054.89","35,571.49"
02/21/2021 04:00,"8,924.88","1,649.78","3,227.64",691.36,"11,226.33","2,645.94","6,001.38","1,058.41","35,425.72"
02/21/2021 05:00,"8,954.63","1,657.30","3,215.79",693.87,"11,205.10","2,665.25","6,009.63","1,061.43","35,463.01"
02/21/2021 06:00,"9,047.71","1,709.30","3,223.12",703.76,"11,273.62","2,719.18","6,072.30","1,075.10","35,824.08"
02/21/2021 07:00,"9,208.88","1,769.36","3,249.77",717.83,"11,526.41","2,812.54","6,246.58","1,100.38","36,631.75"
02/21/2021 08:00,"9,226.88","1,741.80","3,281.03",733.27,"11,812.57","2,851.99","6,406.77","1,119.52","37,173.82"
02/21/2021 09:00,"9,212.83","1,766.01","3,240.94",738.00,"12,084.26","2,807.23","6,411.47","1,117.50","37,378.24"
02/21/2021 10:00,"9,135.52","1,754.92","3,196.58",730.68,"12,159.73","2,698.34","6,188.61","1,095.88","36,960.25"
02/21/2021 11:00,"8,971.53","1,690.02","3,148.61",708.34,"11,895.63","2,553.52","5,871.83","1,058.93","35,898.41"
02/21/2021 12:00,"8,764.18","1,562.05","3,108.64",682.25,"11,364.08","2,449.49","5,663.68","1,016.86","34,611.23"
02/21/2021 13:00,"8,598.83","1,510.73","3,075.34",653.13,"10,729.02","2,398.67","5,474.55",976.52,"33,416.79"
02/21/2021 14:00,"8,506.21","1,423.72","3,054.68",620.70,"10,225.64","2,373.97","5,277.71",945.08,"32,427.71"
02/21/2021 15:00,"8,383.75","1,384.43","3,033.45",592.91,"9,806.03","2,377.84","5,162.57",917.89,"31,658.88"
02/21/2021 16:00,"8,361.86","1,337.02","3,029.75",575.85,"9,611.61","2,407.24","5,160.70",903.17,"31,387.19"
02/21/2021 17:00,"8,373.05","1,331.42","3,044.33",577.45,"9,645.82","2,446.87","5,256.41",910.24,"31,585.60"
02/21/2021 18:00,"8,487.67","1,387.00","3,063.05",591.23,"9,912.55","2,465.36","5,430.88",919.74,"32,257.47"
02/21/2021 19:00,"8,858.67","1,437.65","3,111.20",625.27,"10,602.10","2,547.48","5,754.11",964.93,"33,901.40"
02/21/2021 20:00,"9,112.09","1,447.95","3,193.14",657.06,"11,038.30","2,671.49","5,934.78","1,009.45","35,064.26"
02/21/2021 21:00,"9,036.57","1,422.01","3,210.64",662.23,"11,048.96","2,641.82","5,779.28","1,009.97","34,811.48"
02/21/2021 22:00,"8,818.97","1,381.25","3,225.08",655.07,"10,821.53","2,565.28","5,576.38",993.70,"34,037.27"
02/21/2021 23:00,"8,472.16","1,318.79","3,208.37",640.73,"10,312.55","2,430.38","5,253.75",964.88,"32,601.60"
02/21/2021 24:00,"8,120.59","1,255.72","3,182.00",626.99,"9,893.27","2,263.15","4,911.28",932.46,"31,185.46"
02/22/2021 01:00,"8,652.44","1,211.08","3,033.64",593.70,"9,213.65","2,068.11","4,667.96",917.36,"30,357.94"
02/22/2021 02:00,"8,538.79","1,196.15","3,033.94",612.69,"9,293.92","1,987.10","4,493.67",935.84,"30,092.10"
02/22/2021 03:00,"8,502.27","1,230.06","3,053.87",631.85,"9,510.56","1,968.56","4,526.49",972.98,"30,396.63"
02/22/2021 04:00,"8,543.64","1,310.83","3,068.38",651.32,"9,967.07","1,992.12","4,655.09","1,002.62","31,191.08"
02/22/2021 05:00,"8,780.37","1,367.55","3,117.87",686.81,"10,734.87","2,054.45","4,912.41","1,054.47","32,708.82"
02/22/2021 06:00,"9,265.40","1,533.12","3,197.36",742.74,"11,893.39","2,199.59","5,411.00","1,142.77","35,385.37"
02/22/2021 07:00,"9,974.92","1,713.43","3,304.79",818.58,"13,406.53","2,433.10","6,125.05","1,271.61","39,048.00"
02/22/2021 08:00,"10,290.09","1,797.70","3,331.91",843.88,"14,140.98","2,542.32","6,534.82","1,319.22","40,800.91"
02/22/2021 09:00,"10,268.04","1,734.42","3,247.34",795.65,"13,440.31","2,549.83","6,389.47","1,242.63","39,667.68"
02/22/2021 10:00,"10,196.68","1,618.36","3,189.09",736.76,"12,521.12","2,539.60","6,051.03","1,143.40","37,996.04"
02/22/2021 11:00,"10,158.80","1,523.49","3,135.45",689.32,"11,749.49","2,543.04","5,773.20","1,065.80","36,638.59"
02/22/2021 12:00,"10,136.41","1,447.88","3,115.08",651.01,"11,170.51","2,556.51","5,605.75","1,009.34","35,692.49"
02/22/2021 13:00,"10,122.63","1,422.95","3,100.55",627.93,"10,749.43","2,591.31","5,492.53",965.83,"35,073.15"
02/22/2021 14:00,"10,168.85","1,385.11","3,077.63",612.16,"10,445.68","2,640.42","5,463.81",939.44,"34,733.11"
02/22/2021 15:00,"10,193.39","1,355.28","3,085.26",591.85,"10,164.90","2,686.66","5,467.89",912.25,"34,457.48"
02/22/2021 16:00,"10,163.72","1,334.70","3,077.80",578.03,"10,001.07","2,723.82","5,533.39",902.21,"34,314.75"
02/22/2021 17:00,"10,191.72","1,349.67","3,095.28",579.46,"9,986.90","2,754.40","5,638.00",908.25,"34,503.68"
02/22/2021 18:00,"10,116.32","1,358.79","3,086.14",586.06,"10,207.42","2,719.78","5,776.11",914.97,"34,765.60"
02/22/2021 19:00,"10,219.55","1,461.25","3,086.56",617.92,"10,765.40","2,752.19","6,006.52",949.17,"35,858.57"
02/22/2021 20:00,"10,351.73","1,510.05","3,169.65",645.55,"11,108.57","2,814.02","6,131.68",989.87,"36,721.14"
02/22/2021 21:00,"10,194.18","1,516.14","3,192.68",642.55,"11,019.97","2,741.17","6,003.11",999.90,"36,309.69"
02/22/2021 22:00,"9,930.44","1,493.00","3,186.58",624.72,"10,654.16","2,645.13","5,753.88",985.39,"35,273.30"
02/22/2021 23:00,"9,510.26","1,437.94","3,160.25",605.88,"10,092.79","2,484.52","5,391.77",949.98,"33,633.40"
02/22/2021 24:00,"9,083.92","1,325.19","3,131.97",588.96,"9,511.43","2,290.26","5,047.44",923.97,"31,903.13"
02/23/2021 01:00,"8,825.37","1,311.09","3,108.79",577.50,"9,134.57","2,123.17","4,829.36",910.46,"30,820.31"
02/23/2021 02:00,"8,735.03","1,305.25","3,116.67",580.18,"9,006.53","2,033.29","4,731.81",913.03,"30,421.78"
02/23/2021 03:00,"8,763.15","1,375.30","3,127.92",596.18,"9,079.74","1,996.09","4,753.88",920.88,"30,613.14"
02/23/2021 04:00,"8,887.46","1,392.03","3,146.81",612.01,"9,268.93","2,005.23","4,874.58",934.93,"31,121.99"
02/23/2021 05:00,"9,168.76","1,464.78","3,173.72",636.38,"9,705.56","2,053.73","5,105.63",971.02,"32,279.57"
02/23/2021 06:00,"9,765.71","1,590.32","3,244.96",679.68,"10,644.67","2,200.05","5,565.71","1,040.22","34,731.34"
02/23/2021 07:00,"10,586.03","1,765.61","3,336.86",742.59,"11,997.36","2,461.27","6,255.65","1,150.82","38,296.19"
02/23/2021 08:00,"10,902.47","1,820.41","3,354.34",755.86,"12,534.53","2,566.02","6,568.41","1,186.65","39,688.69"
02/23/2021 09:00,"10,829.66","1,728.48","3,297.06",722.38,"12,058.60","2,571.34","6,358.06","1,134.78","38,700.36"
02/23/2021 10:00,"10,553.02","1,621.92","3,232.29",682.39,"11,478.44","2,553.23","6,007.25","1,082.71","37,211.23"
02/23/2021 11:00,"10,385.58","1,511.01","3,173.92",640.86,"10,977.59","2,534.96","5,710.87","1,031.04","35,965.82"
02/23/2021 12:00,"10,343.86","1,437.75","3,160.95",609.62,"10,646.18","2,560.73","5,557.85",987.94,"35,304.87"
02/23/2021 13:00,"10,368.62","1,405.31","3,157.25",592.67,"10,500.76","2,615.30","5,516.88",967.93,"35,124.72"
02/23/2021 14:00,"10,443.42","1,384.33","3,169.32",584.13,"10,410.35","2,698.97","5,499.77",964.15,"35,154.43"
02/23/2021 15:00,"10,488.71","1,364.51","3,187.11",577.23,"10,415.09","2,780.12","5,595.76",951.54,"35,360.08"
02/23/2021 16:00,"10,577.22","1,363.66","3,202.56",580.31,"10,450.39","2,868.26","5,710.91",961.12,"35,714.44"
02/23/2021 17:00,"10,575.75","1,383.06","3,223.04",584.99,"10,571.80","2,905.15","5,830.31",980.85,"36,054.94"
02/23/2021 18:00,"10,503.36","1,404.61","3,213.51",588.65,"10,747.05","2,865.76","5,981.20",989.53,"36,293.67"
02/23/2021 19:00,"10,648.84","1,462.41","3,231.71",611.52,"11,158.69","2,884.41","6,174.53","1,016.64","37,188.75"
02/23/2021 20:00,"10,718.18","1,495.86","3,269.79",631.71,"11,390.77","2,959.78","6,303.84","1,037.78","37,807.72"
02/23/2021 21:00,"10,457.27","1,471.95","3,231.56",618.05,"11,120.39","2,891.97","6,139.26","1,024.56","36,955.01"
02/23/2021 22:00,"10,058.05","1,412.58","3,195.60",593.67,"10,559.73","2,771.92","5,833.04",992.19,"35,416.77"
02/23/2021 23:00,"9,531.20","1,274.93","3,141.19",554.99,"9,727.01","2,579.21","5,412.95",937.70,"33,159.19"
02/23/2021 24:00,"9,025.32","1,192.55","3,075.70",514.12,"8,874.02","2,364.65","4,950.34",889.58,"30,886.27"
02/24/2021 01:00,"8,642.48","1,114.73","3,053.30",503.32,"8,342.27","2,188.28","4,631.86",852.45,"29,328.68"
02/24/2021 02:00,"8,404.70","1,125.38","3,042.91",491.72,"7,959.21","2,058.63","4,413.43",838.56,"28,334.54"
02/24/2021 03:00,"8,324.82","1,132.68","3,039.13",488.27,"7,812.57","1,991.40","4,307.46",828.87,"27,925.22"
02/24/2021 04:00,"8,316.41","1,129.13","3,061.32",490.03,"7,763.77","1,958.88","4,253.16",827.45,"27,800.15"
02/24/2021 05:00,"8,495.71","1,138.59","3,119.28",512.59,"8,093.86","1,970.40","4,353.92",839.89,"28,524.23"
02/24/2021 06:00,"8,921.36","1,223.49","3,191.23",545.32,"8,694.03","2,081.76","4,610.42",883.66,"30,151.28"
02/24/2021 07:00,"9,628.65","1,360.08","3,310.91",609.78,"9,823.89","2,316.19","5,135.18",969.97,"33,154.64"
02/24/2021 08:00,"9,929.64","1,438.32","3,347.47",635.15,"10,345.29","2,424.28","5,407.70","1,003.43","34,531.28"
02/24/2021 09:00,"10,070.76","1,447.63","3,319.92",634.03,"10,515.70","2,478.66","5,534.64","1,001.00","35,002.33"
02/24/2021 10:00,"10,249.28","1,438.56","3,317.70",636.52,"10,581.45","2,566.04","5,618.78","1,005.39","35,413.71"
02/24/2021 11:00,"10,439.75","1,420.62","3,285.88",626.27,"10,628.84","2,687.60","5,663.28",988.75,"35,741.00"
02/24/2021 12:00,"10,602.48","1,414.54","3,259.79",617.91,"10,657.54","2,839.02","5,755.09",976.78,"36,123.16"
02/24/2021 13:00,"10,696.77","1,407.74","3,236.87",602.75,"10,647.55","2,995.08","5,886.55",966.83,"36,440.15"
02/24/2021 14:00,"10,771.23","1,399.98","3,223.37",595.55,"10,612.35","3,153.51","5,939.58",965.43,"36,661.01"
02/24/2021 15:00,"10,818.81","1,411.48","3,228.53",592.66,"10,551.26","3,288.25","6,063.15",967.28,"36,921.41"
02/24/2021 16:00,"10,914.45","1,413.20","3,234.03",590.11,"10,535.51","3,391.54","6,250.49",971.79,"37,301.13"
